Anomaly,Count
Other LOSS OF STAB TRIM CTL,1
Other Med Emerg Diversion,1
Other #2 Engine Throttle Jammed,1
Other Acft Overspeed. Checklist intigration,1
Other Eng Oil Seal Prob,1
Other Acft Got Away From Crew on GAR. Flap Overspeed,1
Other Lndg Gear Over Speed,1
Other Acft Position And Pitch,1
Other Flc Fatigue,1
Other Acft Spacing,1
Melted Fuse Plugs,1
Other MED Emer,1
Other Acft Gr Tow,1
Other LNDG PORPOISING,1
Other FUEL EMERG.,1
Other WEIGHT DISCREPANCY FOR TKOF.,1
Other A/T SPEED CONTROL FAILURE,1
Other PIC AUTHORITY,1
Other Medical Emer,1
Other Enrte Cockpit Emer,1
Other Stall Spin,1
Other AIRSPEED SLOW TO INCREASE,1
Other Acft Status-Confign,1
Other ACFT PITCH,1
Other Ctur Technical Vectors For Visual,1
Other Overshot Rwy,1
Other Incorrect Tkof Performance Figures,1
Other Loss Of Clb Capability,1
Other CTLR Line Overshoot,1
Other GPWS Terrain Warning/ Go Around,1
Other PAX Emer,1
Other Weight & Balance Error On Takeoff,1
Other Unable To Maintain Altitude,1
Other Excessive Bank Angle,1
Other Wt And Balance Heavy Acft,1
Other Company Policy,1
Other G/S INTERFERENCE,1
Other APRCH TO STALL WARNING,1
Other Over Weight Landing,1
Other COMPASS PROBS,1
Other FOOT ON PEDESTAL ACTIVATED RUDDER TRIM,1
Other PROX OF TSTMS ATC HANDELING,1
Other SID IMPROPERLY FLOWN,1
Other EMERG AUTH,1
Other FLC FMC OP PROCEDCURES,1
Other USE OF COMMAND AUTHORITY,1
Other IMPOSSIBLE APCH DESIGN. TOO HIGH AT MDA,1
Other ARR CHANGE,1
Other FMC OPERATING DICIPLINE. CREW CONCEPT CRM. POI OVERSIGHT,1
INTERP READBACK,1
Other HEAVY ACFT/HOT & HUMID,1
Other LOSS OF PERFORMANCE,1
Other COMPANY/ATC COORD,1
Other MANY MISSED RADIO CALLS,1
Other PAX SIGHT SEEING DISTRACTED PLT OVER ARPT DIDN'T CLR LNDG RWY,1
Other SIMILAR SIGNS,1
Other CALL SIGN CONFUS.,1
Other FALSE LOC RECOGNITION,1
Other RWY/APCH CHANGE,1
Other PLT GOT LOST BELOW DFW CLASS B,1
AND LANDED AT PRIVATE ARPT,1
Other AUTO PLT MALFUNCTION,1
Other MADE LOW APCH TO WRONG PARALLEL RWY,1
Other HYD DISTR PROB,1
Other TRW ON APCH COURSE,1
Other APCH INFO,1
Other GFMS DATABASE ERROR,1
Other UNRELIABLE GS SIGNALS,1
Other CHART INTER PRETATION,1
Other OVERSHOT TURN,1
Other UNCOMMANDED LNAV DISCONNECT,1
Other AUTO FLT FAMILIARITY,1
Other FLC VIG/DISTR FATIGUE,1
Other ACFT EMPTY PERFORMANCE ENHANCED CREW GOT BEHIND ACFT,1
Other NON STANDARD CLRNC,1
Other AUTO FLT PROB,1
Other VORTAC UNRELIABILITY/USED,1
Other CLRNC NOT GIVEN,1
CREW DIDNT ASK,1
Other PREMATURE BASE LEG,1
Other CLOSE IN RTE/RWY CHANGE,1
Other SPURIOUS NAV SIGNAL,1
Other PLTS IGNORED TRAFFIC PATTERN TYPE,1
DID NOT FOLLOW CTAF PROCS.,1
Other Common Dep/Fix Name,1
Other Vor Malfunction,1
Other Plt In IMC,1
On Special VFR Clrnc Did Not Follow Ctlr Clrnc,1
CRM plt identified wrong rwy,1
Other Rwy Change/Clrnc Confusion,1
Other Lost Minute Rwy Change,1
Other Minimum Vectoring alt vs gpws,1
Other Crew Briefing Concept,1
Other Crew Ignored Request to Contact Company Prior to Departure,1
Other Crew Overshot Final Apch Course.,1
Other Late Handoff Fam w/ Aero Chart,1
Other Wrong Rwy Lndg on Closed Rwy,1
Other Flc Coord,1
Other Wrong Arpt Lndg. Unauth Tkof,1
Other FMC Operating Protocol or SOP not Followed,1
Other Cockpit Coord Eq Op Procs,1
Other FMS Programing,1
Other FMS Data Base,1
Other Crew Planning,1
Other FMC Database Error,1
Other Loss of Sit Aware.,1
Other Amended Clrnc,1
Other Improper Use of GPS,1
Other Ctlr Phraseology,1
Other Cabin Announcement Subject Matter,1
Other Lndg At Closed Wrong Arpt,1
Other FMC PDC Format,1
Other Lost Sight Of Arpt,1
Other Tfc Spacing Ctl,1
Other Company and FAA Does Not Restrict Non Essentual Com To Non Sterele Cockpit Areas,1
Other Crew Flew Wrong Sid,1
Other Acft Instrument Failure,1
Other PDC Presentation,1
Other Wrong Xponder Code Squawk,1
Other Change Of Plans,1
Other Prox Of Tfc,1
Other Med Emer,1
Other Phraseology Format And Delivery,1
Other Crew Did Not Read Entire Departure SID,1
But Flew Picture Instead,1
Other Atc Directed Destination Change,1
Other Computer Flt Planning,1
Other Unable To Pressure,1
Other Capt Used Emer Authority To Avoid TSTM,1
Other Crew Did Not Compare Rwy Hdg With Compass,1
Other Radio Prob,1
Other Rwy Design,1
Other Closed Rwy Apch,1
Other NAV EQUIPMENT DESIGN PROB,1
Other Com Misunderstanding,1
Other Tuned Wrong Ils Freq,1
Other FMS Database,1
Other Position Sensing,1
Other Departed Incorrect Rwy,1
Other Crew Refused Clrnc To Taxi Into Position On 24L At Lax After A Lndg L-1011 Appeared To Line Up For Lndg On That Rwy,1
Other Flt Crew Disorientation,1
Other IRS Malfunction,1
Other Rwy Change Wrong SID Used,1
Other Crew Overshot LOC Course,1
Other Cabin Alt Above 10000 Ft With Crew Not On O2,1
Other Crew Continued To Use FMS With Known Malfunction3,1
Other INTERM. HEADING PROBLEM,1
Other SIMILAR INTXN NAMES,1
Other NOTAM 3/0375,1
Other ACFT ID PROB SIMILAR A/N,1
Other LNDG MINS,1
Other CHART CLARITY CONFUSION,1
Other RWY RECOGNITION,1
Other SATELLITE JAMMING,1
Other ATC CLEARENCE CONFUSION,1
Other COMPANY FLT PLAN VS ATC RTE CLRNC,1
Other Frq. Congestion,1
Other ATC CLRNC VS COMPANY FILED FLT PLAN,1
Other FELL ASLEEP,1
Other Prox to TFR,1
Other RAP DEP PROC,1
Other PROX OF RESTR AIRSPACE,1
Other TAPA Apch Procs And CH Insfructions3anty,1
Other NDB Airway Variation,1
Other PDC Forms,1
Other NAV USE-VOR RECEPTION DIST,1
Other Voice Quality Clrnc Interp.,1
Other NAVAID RELIABILITY,1
Other Possible Hypoxia,1
Other Lined up for wrong rwy,1
Other Last minute rwy chg,1
Other Acft ID Sim Pin and Tfc Saturation,1
Other Flc Aggression,1
Other EMERG. TRACK DEV.,1
Other Reckless Op,1
Other Holding Attention Entry,1
Other Improperly Followed Engine Out Procedure,1
Other Tfc Advisories,1
Other Rwy Lighting Prob,1
Other ATC Failure To Activate ILS,1
Other Laptop Computer Improper Operation,1
Other FMC Operation-Activation Delay,1
Other Inadequate Rest Facility,1
Other Difficulty Programming GPS Apch,1
Other Confusion Regarding Clrnc,1
Other Commerical FMS Nav Database Error,1
Other Commercial FMS Nav Database Error,1
Other Master Warning,1
Other DP Programming Difficulties,1
Other Controller Referenced Fix Not On Chart,1
Other TFC VOLUME,1
Other Airbus Turn,1
Other ATC Performance,1
Other Data Info Error,1
Other Similar Fix Names,1
Other Restr Area Active Notification,1
Other Fell Asleep,1
Other Plt Refused Vector,1
Other ATC Clrnc Error,1
Other NOTAMS,1
Other Wrong Arpt,1
Other VISUAL APPRCH TOWERING ARPRT,1
Other NOTAM Shortcoming,1
Other CLRNC CLARIFICATION,1
Other ATC Clrnc,1
Other C.R.M.,1
Bad,1
Other VOR Range,1
Other FMC Data Base,1
Other Interfac coord,1
Other Clrnc/ Interp,1
Other Lack of Coord With DC8m etc.,1
Other Outdated Chart,1
Other FREQ Congestion,1
Other Confusion Over Similar Cam Signs,1
Other FMS NAV Failure,1
Other Flap Indication,1
Other Prox of Obstr,1
Other CKPIT. Management,1
Other Fuel Managemeant,1
Other Radio SLG> Strength,1
Other GPS Erratic,1
Other Language Barrier Foreign Operations,1
Other Lined Up With Wrong Airport,1
Other Wrong SID CLRNC,1
Other confusing atc technique - apch clrnc,1
Other Prox Terraom,1
Other sid narritive,1
Other Heading/Nav Syst Malfunction,1
Other WX Emergency,1
Other ATC CLEARANCE DISCREPANCY,1
Other GPS,1
Other Controller Technician,1
Other CLRNC/.INTERP,1
Other FMS Directed Wrong Turn,1
Other FMC Software Function,1
Other GPS configuration,1
Other No approach clearance,1
Other PUB. Defic.,1
Other FMC Gross Nav Error,1
Other FMC Ops,1
Other Emergency Authority -- Weather Diversion,1
Other Weather Diversion Emergency Authority,1
Other Clearance / Communication Status,1
Other PIC Emergency Authority,1
Other CLRNC CONFUSION / INTERP,1
Aircraft Equipment Problem Recurrent Event,1
Other Clearence Miscommunication,1
Other Crew Distraction Fatigue,1
Other Spatial Disorention,1
Other Erroneous Instructor Directions,1
Other TEMPORARY LOSS OF COMMUNICATION,1
Other Foreign Language,1
Other Distraction / Equipment Problem,1
Other CTLR.TECHNIQUE CLRNC INTERP.,1
Other Different Holding Patterns,1
Other MULTIPLE APCH CHANGES,1
Other Mis-stated Altitude,1
Other Olovs New Controller's Expectations,1
Other Clearence Not Received,1
Other OVERSHOT FINAL ON PARALLEL RNWY,1
Other LOSS OF SITUATIONAL AWARENESS,1
Other incorrect flt plan rte amendment,1
Other ATC Readback/Hearback,1
Other ATC  INTERFAC COORD,1
Other Crlnc cgof,1
Other Inadequate Charts,1
Other FMC Programming,1
Other Sick Pilots,1
Other LOC DEVON INITIAL APCH INTERCEPT,1
Other Late Apch Change,1
Other FMS. Operation,1
Other Student Plt got lost,1
Other Traffic Density Controller Workload,1
Other Takeoff Wrong Runway,1
Other Incorrect FMC Operation,1
Other MI,1
Other Clearance Interpretation Similar Aircraft Number,1
Other Non Standard Terminology,1
Other No Brief,1
Other Sim Trans,1
Other Lined Up On Wrong Runway,1
Other Flight Crew Complacency,1
Other PDC Amended,1
Other Radio Tuning,1
Other Crew Coordination,1
Other FMC Programming Protocol,1
Other Chart,1
Other Pilot Flying Set and Flew Wrong Departure SID Heading,1
Other Refused ATC Clearance To Avoid Weather,1
Other Distraction Injury,1
Other No CRM Skills. Ignored Company SOP.,1
Other No Communication No Proper Clearance After Changing Direction Of Takeoff,1
Other Procs,1
Other Runway Confusion,1
Other FMC Loading,1
Other Vigilance,1
Other Used Wrong PDC,1
Other VOR Error,1
Other Flight Plan,1
PDC and Filed Flight Plans,1
Other FO DISORENTED,1
Other Low Alt Alert,1
Other FLIGHT DIRECTOR FAILURE,1
Other VOR PROBLEM,1
Other Acft Climb Rate,1
Other ATC ALEDGED TRACK VIOLATION,1
Other PLT. DISCRETION,1
Other PLT.DISCROTION,1
Other DID NOT CLARIFY CLRNC.,1
Other CRM BREAK DOWN,1
Other TRACKING TO WRONG RWY,1
Other CLRNC / WRONG CALL SIGN  / INTERP.,1
Other READBACK-HEARBACK-DEP CTL / AETCC INTER FAC COORD.,1
Other VORTAC OFF THE AIR,1
Other ARTCC / PLT CONFRONTATION / DISPUTE,1
Other DEPARTURE CHG DUE TO TIME OF DAY. CREW CLRNC NOT CHANGED,1
Other ATC SAID 3 MILES RT OF TRACK,1
Other CLRNC INTERP / EXPECTED,1
Other CRM ISSUES,1
Other CLRNC/INTERPRETATION,1
Other FMS PROGRAM PROB,1
Other FOLLOWING TRAFFIC TOO CLOSELY ON FINAL,1
Other AUTOPILOT FAILURE,1
Other A/P + FLT DIRECTOR FAILURE,1
Other CTLR AGGRESSION,1
Other MISREAD SID,1
Other WRONG NAV FREQ,1
Other NONE,1
Other ATC HANDLING CONTRARY TO OBSTACLE DEPARTURE PROCEDURES.,1
Other FMC OPERATION PROTOCOL,1
Other PLT LOST CONSCIOUS,1
Other FMS OPERATIONS,1
Other COMPASS SYS MALFUNCTION,1
Other CONT. SNOW REMOVAL PLAN / ATC HANDLING,1
Other CREW COORD AUTO FLT OPS,1
Other CREW COORD-CONCEPT,1
Other FMC DATABASE INCOMPLETE,1
Other CREW COORD FMC SOP,1
Other INAPPROPRIATE PLACE AIRWORK,1
Other FMC STOP,1
Other FO IOE,1
FIRST DAY ON THE LINE,1
Other FMS DID NOT TRACK,1
Other CREW COORD-PREFLT PROCEDURE,1
Other REDUCED CLB RATE DUE TO TCAS ALERT,1
Other PDC NOT IN STANDARDISED FORMAT,1
Other COCKPIT ABSENCE,1
Other COMPANY TRAINING FOR NEW PLTS,1
Other FMC DESIGN,1
Other FLT CREW ABSENCE.CREW.TRAINING,1
Other FMC DATA DROPOUT,1
Other TUNED IN WRONG VORTAC,1
Other HYD PUMP WARNING LIGHT ON,1
Other CLRNC/Hearback,1
Other FMC PROGRAMMING PROTOCOL,1
Other GPS PROGRAMMING,1
Other CRM-VIG,1
Other FMC DATA DUMP,1
Other EXP LEVEL,1
Other LNDG CLOSED RWY,1
Other FLC PERCEPTION DISTR,1
Other FATIGUE COMPL,1
Other LOSS OF HEADING DATA,1
Other LATE RWY ASSIGN,1
Other CREW FMC OPERATION CRM,1
Other FMS Operating Protocol Not Followed,1
Other Ctlr Aggression,1
Other NO LOG BOOK WRITE UP OF SEV TURB,1
Other CREW DID  NOT UNDERSTAND TAXI INSTRUCTIONS,1
Other LOSS OF BOTH COMPASS SYSTEMS,1
Other CREW CONCEPT FMC OPERATING PROCEDURE,1
Other EXCESSIVE LOC DEV DUE TO SIGNAL PROBLEM,1
Other PLT WENT TO SLEEP INFLT,1
Other CHART WORDING,1
Other PLT NOT MENTALLY PRESENT,1
Other VOR GND EQUIP PROBLEM,1
Other CAPT ILL,1
Other PDC FORMAT CREW CONCEPT,1
Other NAV ANOMALY,1
Other MInd Set,1
Other Capt Just Returned to The Cockpit,1
Other ACFT DIFFERENCES,1
Other CTLR Issued Last Min Rwy Change.,1
Other Capt Droped Sid Plate,1
Then Flew Sid On the Reverse Side.,1
Other Dest Change,1
Other OFF ARPT BALLOON LNDG,1
Other Crew Lined Up On the Wrong Rwy For A Night Visual Apch.,1
Other Capt Emer Authority,1
Other capt emer authority,1
Other Position Dev.930,1
Other FLL WORKLOAD,1
Other A320 FMS CHARACTERISTICS,1
Other Distracted By Gear Warning Horn,1
Other Wrong Radial Tuned,1
Other FAM W/ACFT EQ,1
Other Commercial Chart SID amendments and FAA/DOD oversite.,1
Other Track Dev. Due to Wx,1
Other FMC Map Shift,1
Other Preflt Proc,1
Other TRACKING,1
Other OBSTACLE DEPARTURE PROCEDURE CONFUSION,1
Other MAGNETIC ANOM,1
Other CREW CONCEPT CRM CLRNC CLARIFICATION,1
Other 700 MILES OFF COURSE IN THE PACIFIC,1
Other Dispatcher Did Not Advise Crew of 2nd Flt Pln Filed With Routing Change.,1
Other CAPT DID NOT REVIEW PDC,1
Other Devation For Wx,1
Other Flt Crew Tuned In Wrong VOR,1
Other LANDED ON WRONG RWY LOW TIME PLT,1
Other Accepted Visual Behind Other Acft,1
Other Clrc Intep.,1
Other Lack of Arpt Markings,1
Other Ins Procs,1
Other Company Special Ops Procs Need Clarification,1
Other Crew Did Not Accomplish FMC Programming Protocol,1
Other PLT FELL A SLEEP FLYING NIGHT TIME CARGO,1
Other FMS Anomoly,1
Other Confusion About Clrnc,1
Other Used Wrong Mode CTL Setting,1
Other Company Delayed Flt Because They were Unable to Provide an Airstarted Curt In a Timely Manner,1
Other Acft Avoiding T-storms,1
Other Crlnc Misunderstanding,1
Other NOTAM NOT APPLIANCE,1
Other FMS Malfunctionec,1
Other BELOW GLIDE SLOPE,1
Other F900 FMS SOFTWARE,1
Other ENGINE OUT TRAINING. STUDENT RESPONSE,1
Other Confusion On Dep Clrnc,1
Other COMPANY POLICY  ON FULL READBACK CLRNC,1
Other Dispatcher Did Not Insure Crew Got Amended Clrnc.,1
Other COM RADIO FAILURE IN MSN CLASS C,1
Other IMPROPER HOLDING PATTERN. COCKPIT MGMNT,1
Other FMS Set Wrong For Hold,1
Other HOLDING PATTERN VIOLATION,1
Other LNDG ARPT WAS NOT INTENDED DESTINATION,1
Other LOSS OF VISUAL CONTACT,1
Other LOSS OF ARPT VISUAL AT NIGHT,1
Other MISUNDERSTOOD LNDG CLRNC,1
Other SHORT APCH,1
Other DID NOT OBSERVE PROPER INSTRUMENT LNDG PROC.,1
Other LOSS OF COM RADIOS,1
Other POOR AND CONFUSING DEPICTING ON NOS FLIP STAR ARRIVAL CHART. ONLY CHART ABOARD.,1
Other DIM RWY LIGHTS,1
Other LINED UPON WRONG RWY,1
Other CREW CONCEPT CRM CHKLIST USE,1
Other FLC QUALIFICATION WRONG RWY TKOF,1
Other CTLR DID NOT GIVE TURN CLRNC,1
Other FO BEHIND THE ACFT,1
Other NAV CAPABILITY WX MINIMUMS,1
Other WEIGHT AND BALANCE,1
Other unable to comply with sid because of strong winds aloft,1
Other COMPASS ERROR,1
INSTRUCTIONS ON COMMERCIAL CHART NOT CLR,1
Other ACCEPTED VISUAL APCH WITHOUT ARPT INSIGHT,1
Other LAST COM,1
Other OVERSHOT ASSIGNED RWY,1
LINED UP ON WRONG RWY,1
Other CHART/FMS DIFFERENCE,1
PLT JUDGEMENT,1
Other PLT MISREAD ACFT DG COMPASS SYST,1
Other CREW DID NOT FLY CLR RTE IN CLASS 2 AIRSPACE,1
Other RWY LIGHTING,1
Other BUSY FREQUENCY,1
Other DME INOP,1
Other ABREVIATED READBACK PROC,1
Other FO REVISIONS OUT OF DATE. CREW CONCEPT,1
CRM CAPT'S PAPERWORK MGMNT,1
Other FOLLOWED WRONG ACFT ON VISUAL,1
Other NAV AID OTS,1
Other ARR CONTAINS COURSE CHANGES OF 60 DEG,1
Other MIL JAMMING GPS FREQ,1
Other WRONG ILS FREQ SET IN NAV RADIOS,1
Other NOISE ABATE PROC & SID CONFUSION,1
Other WRONG ILS TUNED,1
Other AUTO THROTTLE MIS MANAG,1
Other Multiple Nav/Equip Failures,1
Other BOTH DME'S DROPED OFF,1
Other FLEW ACROSS APCH PATH OF PARALLEL RWY,1
Other SECOND CREW MEMBER OUT OF SEAT,1
Other SIM CALL SIGNS ATC HANDLING,1
Other LANGUAGE BARRIER/SIMILAR SOUNDING SIDS!,1
EMOTIONAL STATE,1
STRESS,1
Other CREW DISTRACTION WITH ACFT PROBLEMS CREW WORKLOAD MGMNT.,1
Other CLRNC/EXPECTED,1
Other MULTIPLE NAME FLT IN FMS,1
Other FMC OPERATING PROTOCOL,1
Other CLRNC/CONFUSION,1
Other WINDSHIELD FAILURE,1
Other ACARS DESIGN PROB,1
Other FMC TRANSITION,1
Other REACTION TO LIGHT,1
Other cockpit coord/mgmnt,1
Other OVERSHOT TO FINAL SLOWING PREMATURELY,1
Other wrong rwy apch,1
Other FMS OPERTING PROTOCOL AND SOP CREW CONCEPT,1
Other GFMS Error,1
Other COM PROB PNF,1
Other Freq's 125.35 135.15 used for either 26 or 27,1
Other Nav Chant Interp,1
Other High Terrain,1
Other LAST MIN. CHANGE IN RWYS,1
Other FMC LIMITS,1
Other WRONG FREQUENCY,1
Other COMPLEX SID,1
Other Unable To Tune In 9LILS,1
Other Premature Selection of Climb Power,1
Other File Route & Computer FLT Plan Not The Same!,1
Other Similar Flt Nos.,1
Other NO CHART AVAILABLE,1
Other DID NOT USE LEAD IN RADIAL TO ILS,1
Other Clrnc Intern Atc Phraseology,1
Other SIMILAR FLT NOS. ACFT SEQUENCING,1
Other OVERSHOT FINAL APCH,1
Other CREW IN TOO BIG OF A HURRY,1
Other BEGAN LINEUP ON WRONG RWY ON VISUAL APCH,1
Other PLTS IMC PROFICIENCY,1
Other DEP PROC/CHART,1
Other CREW SCHEDULING REST ISSUE,1
Other FMS MAP DEV,1
Other TUNED IN WRONG LOCALIZER FREQ,1
Other TERAIN CLRNC,1
Other FMS USE/CLRNC INTERP,1
Other Pirep Distribution,1
Other LOSS OF COM,1
Other LANDED AT MILITARY ARPT BY MISTAKE,1
Other FLC EXP LEVELS DISTR,1
Other INTERSECTION NAME SIMILARITY,1
Other A new Filed Flt Plan,1
Not The Same As Crew Had In Hand!,1
Other ACCIDENTALLY TURNED OFF COM WITH CTLR WHILE IN SEA CLASS B,1
Other CREW CONCEPT CRM LANGUAGE BARRIER,1
Other FAA Changed Intersection Name For 8 Apch To 28L. Last Minute Rwy Change.,1
Other VISUAL INTERF-DISTR,1
Other FMS OPERATING PROTOCOL NOT FOLLOWED. CREW CONCEPT,1
Other AMENDED RTE CLRNCS,1
Other LINE OF SIGHT OPERATION,1
Other SAM FIX NAME CONFUSION,1
Other CREW BEGAN TO GO TO THE WRONG LAS VEGAS,1
Briefing,1
CRM. Company Training for Now Hire PA,1
Other ISTR SUPERVISION,1
EXPERIENCE,1
Other FO INJURY ON COCKPIT DOOR,1
Other PLT CONFUSION,1
Other Plt Perception,1
Other Pax Operated Electronic Device Caused Interference with Vor Navigaton.,1
Other Acft Status,1
Other Crew Brief,1
Other LOST SECOND CHANGE IN DEPARTURE ISSUED BY TWR,1
Other CREW CONCEPT FO COM TECHNIQUE,1
Other LOUD ALT ALERT LOUD STAB TRIM ALERT,1
Other Crew Given Last minute Change IN Rwy. Crew Not Setup For Apch. Crew Concept CRM.,1
Other TOOK OFF IN OPPOSITE DIRECTION,1
Other Gps Setup Aligning Acft 1/4 Mile Off Ctr LIne.,1
Other CLRNC INTERP-VOICE QUALITY,1
Other company will not suscribe to fmc routes or allow acars fmc loading. crew concept crm.,1
Other lang barrier clrnc interp,1
Other POSITION DISCREP,1
Other UNSTABLE LOC COURSE,1
Other WRONG ILS CRS,1
Other ATC WORKLOAD,1
Other CREW DID NOT NOTICE CHANGE IN PDC ON ACARS PRINTED PAGE,1
Other FUEL CONSIDERATIONS,1
Other NOISE ABATEMENT POLICY,1
Other SIMILAR SOUNDING FIXES,1
Other LOCALIZER ANTENNA CABLE LOOSE,1
Other FLT PLAN WING,1
Other FMS DESIGN,1
Other CLRNC INTERP WRONG RWY APCH,1
Other TUNED IN WRONG FREQ,1
Other FMC,1
COMPASS MALFUNCTIONS,1
Other CTLR HANDLING CTLR INCORRECTLY  STATED ACFT MISEED TURN,1
Other CREW AVOIDED TSTM CELL. FREQUENCY CONGESTION,1
Other COCKPIT COORD/MGMNT RELATIONSHIP,1
Other CAPT EMER AUTHORITY,1
Other LANGUAGE BARRIER CLRNC INTERP,1
Other PLT DID NOT TELL CTLR THAT HE WAS UNABLE TO ACCEPT VECTORS INTO TSTM,1
Other DATABASE COMPATIBILITY BTWN MIN VECTORING ALT AND 6 PLUS WARNING ALT,1
Other GPS III PLT CAUSED WET COMPASS DEVIATION,1
Other AIRWAY MISSING IN DATA BASE,1
Other PROX OF TSTM ACTIVITY,1
Other SPEECH RATE,1
Other MAGNETIC DISTURBANCE,1
Other PASSENGER CARRIAGE WHEN ILL,1
Other ACTUAL  FIRE IN CEILING OF ACFT CABIN,1
Other Fire Alarm In Acft Lavatory With Odor Detected.,1
Other Cabin Filled With Hyd Fluid Fumes,1
Smoke.,1
Other CABIN LOSS OF CABIN PRESS,1
Other PAX NEED IMMEDIATE HOSPITAL CARE,1
Other Coach Pax Sat in 1st Class,1
Other Unauthorized Cockpit Entry.,1
Other No.1 Engine Failure,1
Other Air-Gnd Shift Remained in Flt Mode,1
Other Electrical Fumes In Cockpit. Instrument Flags,1
Other Pax Restrained with had cuffs.,1
Other Pax Refuse to Put Seat Back Up for Lndg,1
Other Uncommanded Speed Brake Deployment,1
Other ACR Ignored FAR's for Charter Operation,1
Other Eng Fire,1
Other F.O.D.,1
Other FA Was Not Seated Prior to Tkof,1
Other Capt Ignored Fire,1
Smoke in Cockpit. Acft Had Electrical Fire.,1
Other cat,1
Other Female Pax was Smoking and Made Sexual Advances Toward Male Pax Seated Next to Her.,1
Other FLC Planning,1
Other Rocker Box Gasket Oil Leak Onto Exhaust Manifold,1
Other Wt and Balance,1
Other Chronic Door Malfunction,1
Other Pax Cd Player Shorted Out,1
Other Company Boarded Pax Who Previously Had a Confrontation,1
Other Capt Was Smoking With Medical Oxygen In Use,1
Other Compartment Heat Light,1
Other Flameout,1
Other Flattened Defused Tires,1
Other Wx  Diversion,1
Other Loss of Pressurization,1
Other Deicing Proc,1
Other Burned Wires and Bus Bar,1
Other Acft Change,1
Other Capt's Emer Authority,1
Other Security Concern Prior To Dep,1
Other FA Ambu-Bag Trng,1
Other Gnd Safety issue,1
Other Load Carrying Ability of Laptop Computer Power Ports. CB Adequacy,1
Other Engine Seal Loss,1
Other Violent Eng. Failure,1
Compressor Stalls,1
Other Babies not Required to Have Seat.,1
Other #2 Eng Fire,1
Other Crew Rest Seat Location,1
Other Exhaust Fan Seized,1
Other Gate Agent Attitude,1
Other Electrical Odor From Recirculating Fan,1
Other Strong Odor,1
Other Irate Pax,1
Other #1 Eng Fire,1
Other FA Not In Seat For Tkof,1
Other Pax Drinking From Own Supply,1
Other Accusation Of Drinking Made By Pax,1
Other Sudden Stop,1
Other Pax Became Belligerent When Told To Put Cell Phone Away,1
Other Contractual Issues,1
Other ACFT SCHEDULING/AVAILABILITY,1
Other Improper Use Of Command Authority,1
Other RF Interference,1
Other Rt Windshield heat Failed,1
Other No Pireps,1
Other Seat Assignments,1
Other Diversion/Ramp Clutter,1
Other Cockpit Sliding Window Came Open On Tkof Roll. Brake Fire,1
Other Cockpit/Cabin Coord,1
Other PBE Caught Fire,1
Other #1 Eng Loss Of Oil Quantity. Fire In Eng,1
Other Airbus Acft Allow Nosewheel Steering To Be Turned Off,1
Other FA's Not Seated,1
Other Poor Atc Handling Medical Emer,1
Other High Cab Temp,1
Other Meal Contamination,1
Other FA's Were Knocked Off Feet,1
Other Landed On Closed Rwy Arpt,1
Other Lavatories Serviced With Gas,1
Other Flt/Gnd Coord,1
Other Biohazard,1
Other Contagious Disease Probability,1
Other APU Fire,1
Other Engine Shutdown,1
Other ACFT Confign.,1
Other LOSS OF RIGHT HYDRAULICS,1
Other Oven Insert Missing,1
Other Smoke In Cabin & Cockpit,1
Other Log Book Sign Off,1
Other FA Work Scheduling,1
Other #2 ENGINE TAILPIPE FIRE,1
Other Deportation Of Illegal Alien,1
Other ACFT CONFIGURATION,1
Other Cargo Smoke Detection,1
Other Gnd Crew Staffing,1
Other FA Injuries,1
Other Left Eng Alternator Failure,1
Other Cooling Fan Failure,1
Other Dep Delay Due To Volcanic Eruption,1
Other FO IMPROPER ENG START,1
Other BP Cuff Too Small For Large Pax,1
Other Pax Smoking In Lavatory,1
Other Pax Using Own Alcohol Supply,1
Other Contaminated Drink Cup,1
Other FO Began Engine Start With Fuel CTL Switch In The On Position,1
Other MEDICAL EMER DIVERSION,1
Other CREW COM,1
Other STARTER FAILURE,1
Other FO Primary Flt Dep,1
Other LAVATORY DOOR FAILURE,1
Other HYD LINE PROB,1
Other Lavatory Overheat,1
Other Cargo Compt Heater,1
Other COMPANY PAX SERVICES RESPONSE TIME,1
